name,height,weight,reach,stance,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg
Kazunari Murakami,"6' 1""",220 lbs.,,Orthodox,29-Nov-73,0,0,0,0,0,0,0,0
Makhmud Muradov,"6' 2""",185 lbs.,"75""",Orthodox,8-Feb-90,5.32,0.42,2.92,0.64,0.36,0.16,1,0.4
Kanako Murata,"5' 1""",115 lbs.,"62""",Orthodox,10-Aug-93,1.93,0.67,1.93,0.52,4,0.44,0,2
Ryuichi Murata,"5' 8""",183 lbs.,,Orthodox,,0.84,0.36,1.89,0.5,4.74,0.5,1,3.2
Vince Murdock,"5' 6""",145 lbs.,"64""",Orthodox,21-Mar-91,1.21,0.21,7.17,0.4,0,0,0,0
Tom Murphy,"6' 2""",227 lbs.,,Southpaw,19-Nov-74,2.5,0.71,0.17,0.84,7.51,0.85,0,2.5
Ian Murphy,"6' 1""",185 lbs.,,Orthodox,14-Jun-85,0,0,1.93,0.3,4.13,1,0,0
Jon Murphy,"6' 3""",260 lbs.,,Orthodox,9-Aug-77,3.93,0.66,8.85,0.43,0,0,0,0
Lauren Murphy,"5' 5""",125 lbs.,"67""",Orthodox,27-Jul-83,3.8,0.38,3.82,0.63,1.18,0.37,0.7,0.1
Patrick Murphy,"6' 0""",170 lbs.,,,,3.4,0.66,0.8,0.42,0,0,0.5,1
Lerone Murphy,"5' 9""",145 lbs.,"73""",Orthodox,22-Jul-91,2.86,0.42,2.07,0.63,0.87,0.33,0.41,0.9
Lee Murray,"6' 3""",185 lbs.,,Orthodox,12-Sep-77,0.36,0.15,3.28,0.32,0.9,1,0.42,1.8
Azamat Murzakanov,"5' 11""",205 lbs.,,,,0,0,0,0,0,0,0,0
Khalid Murtazaliev,"6' 0""",185 lbs.,"76""",Orthodox,15-Jul-93,4.8,0.69,0.4,0.78,7.5,1,0.33,0
Nicholas Musoke,"6' 0""",170 lbs.,"75""",Orthodox,5-Apr-86,3.56,0.35,3.8,0.57,1.16,0.19,0.82,0.2
Andre Mussi,"6' 3""",242 lbs.,,Orthodox,,0,0,10.59,0.35,0,0,0,0
Max Mustaki,"6' 0""",155 lbs.,,Orthodox,7-Nov-87,8.2,0.5,13,0.45,0,0,0,0
Magomed Mustafaev,"5' 8""",155 lbs.,"71""",Orthodox,2-Aug-88,2.59,0.58,2.68,0.41,3.31,0.5,0.23,0.4
Fiona Muxlow,"5' 4""",145 lbs.,,,13-May-77,1.44,0.27,5.45,0.34,0,0,0,0
Elvis Mutapcic,"6' 0""",185 lbs.,"72""",Orthodox,19-Jul-86,3.41,0.4,4.27,0.38,0,0,0.81,0
Ho Bae Myeon,"5' 11""",168 lbs.,,Orthodox,,3.16,0.16,3.16,0.83,0,0,0,0
Na Liang,,115 lbs.,,,27-Jul-96,0,0,0,0,0,0,0,0
Katsuhiko Nagata,"5' 7""",154 lbs.,,Southpaw,31-Oct-73,1.05,0.19,1.5,0.63,0.98,0.28,0.28,0
Yuji Nagata,"6' 0""",225 lbs.,,Orthodox,24-Apr-68,1.45,0.4,14.46,0.04,0,0,0,0
Logan Nail,,185 lbs.,,,20-Jun-89,1.93,0.51,2.27,0.39,0,0,0.37,0
Greg Nagy,"6' 1""",210 lbs.,,Orthodox,18-Oct-83,0.41,0.5,2.69,0.37,0,0,0,1.2
Yukiya Naito,"6' 1""",205 lbs.,,Orthodox,,1.54,0.33,5.13,0.6,0,0,0,0
Muhammad Naimov,"5' 9""",145 lbs.,"70""",Orthodox,7-Aug-94,3.47,0.41,5.87,0.44,0,0,0.25,0
Andrews Nakahara,"6' 1""",185 lbs.,,Orthodox,12-Mar-83,2.68,0.44,1.9,0.57,0,0,0.72,0.4
Rin Nakai,"5' 1""",135 lbs.,,Orthodox,22-Oct-86,1.57,0.33,3.9,0.6,3,0.18,0.75,0.5
Keita Nakamura,"5' 11""",170 lbs.,"73""",Southpaw,22-May-84,2.23,0.36,3.2,0.58,1.65,0.48,0.63,0.3
Yusaku Nakamura,"5' 5""",145 lbs.,,,21-Jun-86,1.72,0.45,3.67,0.55,0,0,0.83,0
Kazuhiro Nakamura,"5' 11""",205 lbs.,"70""",Orthodox,16-Jul-79,1.56,0.37,1.83,0.59,1.73,0.36,0.42,0.6
Daisuke Nakamura,"5' 7""",154 lbs.,,Orthodox,10-Jun-80,0.94,0.3,1.38,0.61,0.46,0.4,0.3,3.6
Yoshihiro Nakao,"6' 0""",220 lbs.,,Southpaw,25-Jun-72,1.73,0.35,2.06,0.64,2.69,0.46,0,0.5
Tyson Nam,"5' 7""",125 lbs.,"68""",Orthodox,6-Oct-83,3.64,0.31,5.69,0.64,0,0,1,0
Jutaro Nakao,"5' 9""",170 lbs.,,Southpaw,30-Nov-70,0.53,0.38,1.06,0.44,0.38,0.5,0.56,0
Yui Chul Nam,"5' 9""",145 lbs.,,Orthodox,16-Jul-81,3.53,0.51,2,0.48,1.33,0.16,0.57,0.3
Roger Narvaez,"6' 3""",185 lbs.,,Southpaw,9-Sep-83,2.12,0.37,3.32,0.64,0,0,0.5,0.9
Yasuhito Namekawa,"5' 9""",205 lbs.,,Orthodox,27-Oct-74,0.14,0.5,3.65,0.38,2.11,0.25,0,4.2
Rose Namajunas,"5' 5""",115 lbs.,"65""",Orthodox,29-Jun-92,4.13,0.4,3.98,0.6,1.91,0.53,0.5,0.8
Nad Narimani,"5' 8""",145 lbs.,"70""",Orthodox,14-Apr-87,3.33,0.42,3,0.58,1.92,0.41,0.7,0
Allan Nascimento,"5' 9""",125 lbs.,,Orthodox,11-Sep-91,7,0.68,5.4,0.44,1,0.1,0,0
Fabio Nascimento,"5' 10""",185 lbs.,,Orthodox,,2.94,0.38,4.63,0.55,0,0,0.55,0.8
Bobby Nash,"6' 0""",170 lbs.,"74""",Orthodox,26-Mar-90,3.42,0.37,3.95,0.51,2.37,0.33,1,1.6
Rodrigo Nascimento,"6' 2""",246 lbs.,"80""",Orthodox,26-Nov-92,4.23,0.55,4.32,0.42,2.7,1,1,2.7
Reza Nasri,"5' 11""",205 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Pawel Nastula,"6' 0""",230 lbs.,,Southpaw,26-Jun-70,1.3,0.43,1.73,0.5,3,0.6,0,1.5
Rafael Natal,"6' 0""",185 lbs.,"77""",Orthodox,25-Dec-82,3.1,0.47,2.48,0.57,2.55,0.34,0.77,0.5
Kevin Natividad,"5' 6""",145 lbs.,"70""",Orthodox,2-Apr-93,2.57,0.24,3.74,0.54,0,0,1,0
Danny Navarro,"5' 10""",155 lbs.,,,27-May-83,3.83,0.32,4.62,0.57,2.17,0.25,1,0
Ismail Naurdiev,"5' 10""",170 lbs.,"74""",Orthodox,18-Aug-96,3.17,0.52,1.3,0.68,1.25,0.71,0.7,0.2
Marcio Navarro,"6' 0""",155 lbs.,,,17-Sep-78,0,0,0,0,0,0,0,0
Tafon Nchukwi,"6' 0""",205 lbs.,"77""",Orthodox,14-Oct-94,7.59,0.55,4.31,0.52,0,0,0.75,0
Josh Neal,"6' 0""",185 lbs.,,,,0,0,0,0,0,0,0,0
Joe Neal,"5' 6""",135 lbs.,,,29-Jul-86,1.87,0.19,3.8,0.66,0,0,0,0
Dustin Neace,"5' 9""",145 lbs.,,,12-Sep-86,2.08,0.32,2.66,0.56,0,0,0,1.7
Geoff Neal,"5' 11""",170 lbs.,"75""",Southpaw,28-Aug-90,4.94,0.49,4.93,0.61,0.5,0.5,0.92,0.2
Nicolae Negumereanu,"6' 0""",205 lbs.,"78""",Orthodox,4-Sep-94,0.73,0.4,4.67,0.18,0,0,0.4,0
Stanislav Nedkov,"5' 11""",205 lbs.,"71""",Orthodox,9-Dec-81,3.33,0.43,5.39,0.43,2.77,0.41,0,0
Steve Nelmark,"6' 0""",240 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Josh Neer,"5' 11""",170 lbs.,"72""",Orthodox,24-Mar-83,3.29,0.46,3.63,0.58,1.09,0.34,0.46,1.3
Shane Nelson,"5' 9""",155 lbs.,"70""",Southpaw,29-Nov-84,1.38,0.31,2.84,0.61,1.31,0.18,0.54,1.6
Kyle Nelson,"5' 11""",155 lbs.,"71""",Switch,20-Apr-91,3.63,0.41,6.82,0.47,0.96,0.12,0.6,1.9
Gunnar Nelson,"5' 11""",170 lbs.,"72""",Switch,28-Jul-88,1.71,0.57,3.33,0.49,1.72,0.55,0.66,0.9
Roy Nelson,"6' 0""",263 lbs.,"73""",Orthodox,20-Jun-76,2.18,0.36,4.79,0.46,1.14,0.27,0.65,0.1
Lissette Neri,"5' 2""",145 lbs.,,,5-Aug-87,0,0,0,0,0,0,0,0
Julio Cesar Neves Jr.,"5' 8""",145 lbs.,,,25-Apr-94,1.98,0.35,4.81,0.51,1.06,0.25,0.76,0
Mario Neto,"6' 0""",229 lbs.,,Orthodox,,1.89,0.5,1.89,0.7,2.84,1,0,0
Antonio Braga Neto,"6' 3""",185 lbs.,"77""",Orthodox,29-Oct-87,1.36,0.33,3.92,0.45,3.07,0.37,0,0.5
Nick Newell,"5' 10""",155 lbs.,,Southpaw,17-Mar-86,3.53,0.46,4.07,0.36,0,0,0.33,0
Journey Newson,"5' 5""",135 lbs.,"67""",Orthodox,7-Mar-89,2.76,0.32,2.76,0.65,0,0,0,0.9
Jeff Newton,"6' 2""",205 lbs.,,Sideways,11-Dec-66,0.28,0.2,1.41,0.52,0,0,0,8.5
Emanuel Newton,"6' 1""",205 lbs.,,,2-Jan-84,1.92,0.49,1.35,0.51,2.02,1,0,0
Francis Ngannou,"6' 4""",250 lbs.,"83""",Orthodox,5-Sep-86,2.23,0.37,2.03,0.47,0,0,0.71,0.5
Carlos Newton,"5' 9""",170 lbs.,,Orthodox,17-Aug-76,0.65,0.41,1.55,0.44,2.47,0.7,0.43,0.9
Ben Nguyen,"5' 5""",125 lbs.,"65""",Switch,3-Aug-88,3.51,0.4,3.01,0.59,0.25,0.33,0.63,1
Alex Nicholson,"6' 4""",185 lbs.,"77""",Orthodox,2-May-90,4.12,0.43,4.65,0.47,0,0,0.5,0.5
Mike Nickels,"6' 4""",205 lbs.,,Orthodox,13-Dec-71,4.44,0.52,1.11,0.64,11.11,0.8,0,2.8
Steven Nguyen,"5' 11""",145 lbs.,,Switch,19-May-93,6.3,0.31,9.04,0.59,0,0,1,0
Matheus Nicolau,"5' 6""",125 lbs.,"66""",Orthodox,6-Jan-93,3.79,0.52,2.83,0.67,1.93,0.44,1,1.4
Jaimelene Nievera,"5' 5""",125 lbs.,,Orthodox,28-Oct-84,1.67,0.53,8.73,0.33,1.79,0.16,0,0
Tom Niinimaki,"5' 9""",145 lbs.,"69""",Orthodox,25-Jul-82,1.91,0.54,2.31,0.58,2.97,0.46,0.33,0.5
Khomkrit Niimi,"5' 2""",125 lbs.,,,,0,0,5.73,0.44,0,0,0,0
Ramsey Nijem,"5' 11""",155 lbs.,"75""",Orthodox,1-Apr-88,3.05,0.44,1.62,0.62,5.32,0.62,0.55,1.1
Hans Nijman,"6' 0""",250 lbs.,,Switch,23-Oct-59,0,0,0,0,0,0,0,0
Jack Nilson,,,,,,0,0,0,0,0,0,0,0
Mats Nilsson,"6' 1""",170 lbs.,,Orthodox,5-Dec-83,2.99,0.39,5.62,0.63,3.87,0.83,0.44,2.3
Guangyou Ning,"5' 4""",145 lbs.,"64""",Southpaw,15-Dec-81,2.66,0.41,1.91,0.61,1.09,0.5,0.62,0.3
Soichi Nishida,"5' 11""",320 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Yosuke Nishijima,"5' 9""",205 lbs.,,Orthodox,15-May-73,1.72,0.37,5.59,0.56,0,0,0,0
Akiyo Nishiura,"5' 8""",139 lbs.,,Southpaw,8-Aug-83,1.59,0.57,1.26,0.57,0,0,0.52,0.3
Chidi Njokuani,"6' 3""",170 lbs.,,,31-Dec-88,1.93,0.51,1.73,0.49,0,0,0.8,0
Kyle Noblitt,"6' 2""",243 lbs.,,,26-Dec-89,0,0,0,0,0,0,0,0
Anthony Njokuani,"6' 1""",155 lbs.,"75""",Orthodox,1-Mar-80,3.94,0.46,2.41,0.65,0.5,0.45,0.53,0.2
Derrick Noble,"5' 9""",170 lbs.,,Southpaw,14-Aug-78,6.21,0.4,3.79,0.59,0,0,0,0
Jacob Noe,,205 lbs.,,,,0,0,0,0,0,0,0,0
Pedro Nobre,"5' 5""",135 lbs.,,,13-Feb-86,1.37,0.3,9.16,0.35,0,0,0,0
Antonio Rodrigo Nogueira,"6' 3""",240 lbs.,"77""",Orthodox,2-Jun-76,1.95,0.42,2.4,0.55,1.3,0.29,0.36,2.4
Rogerio Nogueira,"6' 2""",205 lbs.,"75""",Southpaw,2-Jun-76,2.43,0.35,2.34,0.59,0.64,0.44,0.62,0.8
Alexandre Franca Nogueira,"5' 7""",145 lbs.,,Orthodox,15-Jan-78,0.6,0.2,4.18,0.57,0,0,0,0
Talita Nogueira,"5' 10""",145 lbs.,,,13-Oct-85,0,0,0,0,0,0,0,0
Kyle Noke,"6' 1""",170 lbs.,"76""",Southpaw,18-Mar-80,3.23,0.5,2.09,0.64,1.53,0.54,0.66,0.8
KJ Noons,"5' 10""",155 lbs.,"70""",Orthodox,7-Dec-82,3.68,0.35,3.78,0.65,0.08,0.2,0.68,0
Sage Northcutt,"6' 0""",170 lbs.,"71""",Orthodox,1-Mar-96,3.58,0.52,1.96,0.58,1.81,0.34,0.41,0.6
Scott Norton,"5' 10""",170 lbs.,,Orthodox,15-Mar-73,0.67,0.3,0.34,0.6,2.52,0.25,0,0
Jan Nortje,"6' 1""",310 lbs.,,Southpaw,11-Apr-75,3.32,0.51,4.5,0.32,0,0,0.66,2.9
Jason Novelli,"6' 0""",155 lbs.,,Orthodox,8-Jun-79,1.73,0.24,3.55,0.66,0.7,0.33,1,0
Amanda Nunes,"5' 8""",145 lbs.,"69""",Orthodox,30-May-88,4.5,0.51,2.45,0.57,2.5,0.53,0.84,0.9
Phillipe Nover,"5' 9""",145 lbs.,"72""",Orthodox,3-Feb-84,1.79,0.35,2.48,0.56,0.99,0.28,0.44,0.7
Diego Nunes,"5' 6""",145 lbs.,"67""",Orthodox,30-Nov-82,2.72,0.43,2.59,0.58,1.18,0.44,0.65,0.6
Josiane Nunes,,135 lbs.,,,23-Dec-93,0,0,0,0,0,0,0,0
Istela Nunes,"5' 4""",115 lbs.,,,23-Jul-92,0,0,0,0,0,0,0,0
Khabib Nurmagomedov,"5' 10""",155 lbs.,"70""",Orthodox,20-Sep-88,4.1,0.48,1.75,0.65,5.32,0.48,0.84,0.8
Nick Nolte,"6' 0""",170 lbs.,,,,0,0,0,0,0,0,0,0
Said Nurmagomedov,"5' 8""",135 lbs.,"70""",Orthodox,5-Apr-92,4.65,0.46,2.37,0.6,0.45,0.07,0.71,0
Abubakar Nurmagomedov,"5' 11""",170 lbs.,"72""",Orthodox,13-Nov-89,1.41,0.44,0.71,0.81,5.29,1,0,0
Jonatas Novaes,"5' 11""",170 lbs.,,,2-Mar-81,0,0,0,0,0,0,0,0
Umar Nurmagomedov,"5' 8""",135 lbs.,,Orthodox,1-Mar-96,2.89,0.6,0.81,0.76,8.67,0.45,0,1.7
Kennedy Nzechukwu,"6' 5""",205 lbs.,"83""",Southpaw,13-Jun-92,5.38,0.43,5.8,0.48,0,0,0.78,0
Jake O'Brien,"6' 3""",205 lbs.,"76""",Orthodox,25-Sep-84,1.31,0.31,1.92,0.69,6.39,0.54,0.25,0.2
TJ O'Brien,"6' 2""",155 lbs.,,Orthodox,1-Jan-87,3.77,0.46,4.78,0.57,0.94,1,0,0
Sean O'Connell,"6' 1""",205 lbs.,"74""",Orthodox,2-Sep-83,5.46,0.48,6.77,0.45,0,0,0.3,0.5
Dan O'Connor,"5' 4""",115 lbs.,,,17-Nov-82,4,0.56,5.1,0.54,0,0,1,0
Sean O'Haire,"6' 5""",270 lbs.,,Orthodox,25-Feb-71,8.28,0.57,22.76,0.21,0,0,0,0
Jeremiah O'Neal,"5' 8""",260 lbs.,,,25-Oct-77,1.15,0.4,7.5,0.23,0,0,0,0
Sean O'Malley,"5' 11""",135 lbs.,"72""",Switch,24-Oct-94,6.35,0.57,3.76,0.64,1.05,0.5,0.61,1.1
Chuck O'Neil,"6' 2""",170 lbs.,,,22-Sep-85,3.13,0.37,4.4,0.72,0,0,0,0
Casey O'Neill,"5' 6""",125 lbs.,"69""",,7-Oct-97,5.64,0.72,1.84,0.42,6.91,0.66,0,1.7
Takahiro Oba,"5' 8""",200 lbs.,,Southpaw,,0.23,0.25,1.82,0.69,0,0,0,0
Brendan O'Reilly,"5' 7""",170 lbs.,"69""",Orthodox,24-Jun-87,1.9,0.47,2.77,0.39,2.22,0.43,0.36,0.6
Nobuhiro Obiya,"5' 8""",145 lbs.,,Orthodox,15-Jan-81,0.63,0.28,2.53,0.55,0.5,0.5,0.41,0.5
Christian Ocon,"5' 8""",135 lbs.,"69""",Orthodox,5-Feb-96,1.73,0.53,5.27,0.34,0,0,0.63,0
Richard Odoms,"6' 5""",265 lbs.,,Orthodox,8-May-75,0,0,0,0,0,0,0,0
Naoya Ogawa,"6' 4""",255 lbs.,,Orthodox,31-Mar-68,2.41,0.42,1.66,0.47,1.25,1,0.66,1.2
Volkan Oezdemir,"6' 2""",205 lbs.,"75""",Orthodox,19-Sep-89,5.03,0.45,4.24,0.55,0.36,0.2,0.8,0
Koji Oishi,"5' 8""",170 lbs.,,Orthodox,31-May-77,1.43,0.09,17.86,0.43,0,0,0,0
Michiyoshi Ohara,"5' 10""",205 lbs.,,Orthodox,,0.28,0.29,3.13,0.48,0,0,0.33,0
Andy Ogle,"5' 8""",145 lbs.,"69""",Orthodox,16-Feb-89,2.24,0.44,2.23,0.5,1.44,0.26,0.58,0
Takayuki Okada,"6' 1""",290 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Yushin Okami,"6' 2""",170 lbs.,"75""",Southpaw,21-Jul-81,2.06,0.38,2.25,0.6,1.98,0.39,0.84,0.5
JJ Okanovich,"5' 11""",155 lbs.,"76""",Orthodox,4-Nov-90,6.93,0.55,5.27,0.5,0,0,1,0
Kazuki Okubo,"5' 11""",175 lbs.,,Orthodox,,1.53,0.38,1.97,0.46,0.51,0.25,0.36,2
Masakatsu Okuda,,,,,,0,0,4.27,0.34,0,0,0,4.3
Michal Oleksiejczuk,"6' 0""",205 lbs.,"74""",Southpaw,22-Feb-95,4.83,0.56,2.91,0.69,1.05,0.66,0.35,0
Aleksei Oleinik,"6' 2""",240 lbs.,"80""",Orthodox,20-Jun-77,3.47,0.5,3.85,0.44,2.38,0.46,0.33,2.4
Rafaello Oliveira,"5' 8""",155 lbs.,"71""",Orthodox,26-Jan-82,2.19,0.33,3.38,0.59,2.49,0.36,0.11,1.6
Charles Oliveira,"5' 10""",155 lbs.,"74""",Orthodox,17-Oct-89,3.22,0.52,2.94,0.54,2.64,0.44,0.57,2.8
Ednaldo Oliveira,"6' 5""",205 lbs.,,Orthodox,19-Feb-84,1.03,0.22,1.8,0.52,0,0,0.42,0
Jorge Oliveira,"6' 1""",205 lbs.,,,,0,0,0,0,0,0,0,0
Bruno Oliveira,"6' 4""",205 lbs.,"80""",Orthodox,2-May-84,3.44,0.33,4.92,0.54,0,0,0,0
Wendell Oliveira Marques,"5' 10""",170 lbs.,,Orthodox,1-Jun-83,3.77,0.47,4.4,0.47,0,0,1,0
Alex Oliveira,"5' 11""",170 lbs.,"76""",Orthodox,21-Feb-88,2.87,0.5,2.18,0.48,2.41,0.37,0.63,0.6
Andy Ologun,"6' 0""",154 lbs.,,Orthodox,12-Jun-83,2.36,0.57,0.32,0.85,0.68,1,0.8,0
Felipe Olivieri,"5' 9""",155 lbs.,,Orthodox,12-Apr-85,6.68,0.58,4.6,0.57,0,0,0.71,0
Dennis Olson,"6' 0""",170 lbs.,,,,1.02,0.42,5.27,0.38,2.77,0.4,0,0
Shana Olsen,"5' 7""",145 lbs.,,,17-Dec-80,0,0,0,0,0,0,0,0
Casey Olson,"5' 7""",145 lbs.,,Orthodox,,2.48,0.6,0,1,3.54,0.57,1,1.8
Cameron Olson,"6' 1""",205 lbs.,"75""",Orthodox,22-Nov-89,3.13,0.47,2.2,0.57,3,0.42,1,1
Daniel Omielanczuk,"6' 0""",247 lbs.,"74""",Southpaw,31-Aug-82,3.09,0.57,3.29,0.47,0.56,0.26,0.68,0.1
Michihiro Omigawa,"5' 6""",145 lbs.,"68""",Orthodox,19-Dec-75,2.01,0.39,3.06,0.64,1.19,0.36,0.49,1.5
Alan Omer,"5' 10""",145 lbs.,,Orthodox,14-Sep-88,3.49,0.55,2.21,0.64,1.69,0.42,0.66,0
Chibwikem Onyenegecha,"6' 3""",185 lbs.,,Orthodox,18-Apr-94,5.6,0.55,3.4,0.52,0,0,1,0
Charlie Ontiveros,"6' 2""",185 lbs.,"78""",Switch,4-Jul-91,0.33,0.4,4.18,0.19,0,0,0,0
Sam Oropeza,"6' 2""",170 lbs.,,,,7.68,0.56,1.44,0.7,3.6,0.33,1,0
Brian Ortega,"5' 8""",145 lbs.,"69""",Switch,21-Feb-91,4.29,0.38,6.28,0.52,0.8,0.21,0.56,1.1
Tito Ortiz,"6' 3""",205 lbs.,"74""",Orthodox,23-Jan-75,2.59,0.46,2.88,0.6,2.47,0.35,0.54,0.6
Jorge Ortiz,"6' 0""",185 lbs.,,Orthodox,,3.53,0.58,2.8,0.73,0,0,0,0
Ode Osbourne,"5' 7""",145 lbs.,"73""",Southpaw,9-Jan-92,4.3,0.54,3.04,0.42,1.9,1,0.66,1.9
Kurt Osiander,,185 lbs.,,,,0,0,0,0,0,0,0,0
Kenji Osawa,"5' 7""",135 lbs.,"66""",Orthodox,4-Nov-76,2.34,0.35,2.14,0.63,0.91,0.58,0.68,0.7
Nick Osipczak,"6' 2""",170 lbs.,"76""",Orthodox,30-Dec-84,2.83,0.5,3.77,0.5,1.2,0.45,0.71,1
Dustin Ortiz,"5' 5""",125 lbs.,"65""",Orthodox,25-Dec-88,2.94,0.44,2.17,0.56,3.01,0.36,0.52,0.1
Nissen Osterneck,"6' 2""",185 lbs.,,Orthodox,1-May-81,3.15,0.58,2.9,0.41,0.63,0.12,0.42,1.3
Rachael Ostovich,"5' 3""",125 lbs.,"62""",Orthodox,25-Feb-91,2.54,0.43,3.97,0.57,2.03,0.83,0.66,0.8
Artur Oumakhanov,"5' 7""",154 lbs.,,Orthodox,27-Feb-79,1.2,0.33,1.67,0.82,3,0.75,0.33,0
Zak Ottow,"5' 11""",170 lbs.,"72""",Orthodox,22-Dec-86,2.63,0.36,2.73,0.58,0.97,0.29,0.57,0.4
Alexander Otsuka,"6' 1""",205 lbs.,,Orthodox,17-Jul-71,0.9,0.55,1.16,0.51,1.51,0.43,0.53,0.8
Pedro Otavio,"6' 3""",245 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Takafumi Otsuka,"5' 6""",139 lbs.,,Orthodox,,1.29,0.27,2.12,0.67,1.64,0.27,0.65,0
Sidney Outlaw,"5' 8""",170 lbs.,"74""",Orthodox,11-Apr-92,0.13,0.33,0.8,0.71,3,0.75,0,3
Valentijn Overeem,"6' 3""",230 lbs.,,Orthodox,17-Aug-76,0.93,0.34,1.49,0.58,1.86,0.5,0,4.7
Alistair Overeem,"6' 4""",265 lbs.,"80""",Orthodox,17-May-80,3.67,0.64,2.44,0.57,1.42,0.55,0.73,0.8
Craig Oxley,"5' 9""",155 lbs.,,,14-Feb-73,0,0,0,0,0,0,0,0
Raquel Pa'aluhi,"5' 7""",135 lbs.,,,,1.71,0.56,3.42,0.46,0,0,0.18,0
Shungo Oyama,"5' 11""",185 lbs.,,Southpaw,11-Apr-74,0.64,0.25,1.96,0.57,1.07,0.57,0.62,0.5
Alptekin Ozkilic,"5' 5""",125 lbs.,"65""",Orthodox,27-Mar-86,3.81,0.32,5.72,0.59,4.21,0.58,0.75,0
Larissa Pacheco,"5' 7""",135 lbs.,,Orthodox,7-Sep-94,1.21,0.19,4.14,0.55,0,0,0,0
Nick Pace,"5' 7""",135 lbs.,"68""",Orthodox,17-Apr-87,1.48,0.34,3.14,0.57,2.52,0.43,0.54,0.5
George Pacurariu,"5' 7""",135 lbs.,,,28-Jul-84,4.69,0.53,2.68,0.63,5.03,1,1,5
Teemu Packalen,"6' 1""",155 lbs.,"75""",Orthodox,22-May-87,2.57,0.54,3.91,0.47,2.31,0.25,1,1.5
Michael Page,"6' 2""",170 lbs.,,,7-Apr-87,4.53,0.76,0.45,0.77,3.4,1,1,0
Cyrillo Padilha,"5' 11""",155 lbs.,,,23-Jan-78,0,0,0,0,0,0,0,0
Gary Padilla,"5' 11""",205 lbs.,,,4-May-80,2.2,0.27,2,0.76,0,0,0.5,0
Damacio Page,"5' 6""",135 lbs.,"66""",Orthodox,30-Sep-82,2.05,0.38,2.47,0.51,2.63,0.64,0.23,0.9
Josh Paiva,"5' 6""",125 lbs.,,,5-Apr-91,0,0,0,0,0,0,0,0
Dustin Pague,"5' 9""",135 lbs.,"74""",Orthodox,5-Aug-87,1.65,0.53,2.96,0.41,1.03,0.44,0.55,2.6
Dinis Paiva Jr.,"5' 9""",145 lbs.,"71""",Southpaw,26-May-88,2.6,0.41,2.73,0.67,0,0,0.81,0
Raulian Paiva,"5' 8""",125 lbs.,"69""",Orthodox,17-Oct-95,4.46,0.43,4.89,0.51,0.26,0.2,0.8,0.3
Jose Palacios,"5' 9""",145 lbs.,,Orthodox,,2.67,0.7,1,0.79,0,0,0.5,1.7
Sasha Palatnikov,"6' 1""",170 lbs.,"72""",Switch,15-Mar-89,9.78,0.52,7.74,0.51,1.17,1,0.88,0
Ricky Palacios,"5' 6""",145 lbs.,,Orthodox,5-Jul-87,7.73,0.53,3.27,0.59,0,0,1,0
Fredson Paixao,"5' 6""",145 lbs.,"66""",Orthodox,13-May-79,1.71,0.54,2.31,0.62,0.62,0.11,0.1,2.2
Soa Palelei,"6' 4""",265 lbs.,"81""",Orthodox,12-Jul-77,2.47,0.57,2.68,0.48,2.2,0.47,0.66,0
Bart Palaszewski,"5' 9""",145 lbs.,"70""",Orthodox,30-May-83,2.67,0.32,3.97,0.57,0.65,0.31,0.53,0.5
Rousimar Palhares,"5' 8""",170 lbs.,"71""",Orthodox,26-Feb-80,1.75,0.51,2.04,0.59,3.93,0.45,0,4.1
Tulio Palhares,,180 lbs.,,,,0,0,0,0,0,0,0,0
Stephen Palling,"5' 4""",143 lbs.,,,29-Jan-67,0,0,0,0,0,0,0,0
Joe Pardo,"6' 1""",210 lbs.,,Southpaw,,0,0,0,0,0,0,0,0
Eduardo Pamplona,"5' 11""",170 lbs.,,,20-Feb-73,0,0,0,0,0,0,0,0
Jared Papazian,"5' 8""",135 lbs.,"67""",Southpaw,1-Feb-88,3.33,0.39,3.81,0.44,0,0,0.5,0
Alexandre Pantoja,"5' 5""",125 lbs.,"67""",Orthodox,16-Apr-90,4.3,0.47,3.39,0.53,0.94,0.35,0.68,0.9
Bryan Pardoe,"6' 1""",205 lbs.,,Orthodox,,1.11,0.36,4.59,0.45,4.75,0.4,0.33,0
Remco Pardoel,"6' 3""",260 lbs.,,Southpaw,,0,0,0,0,0,0,0,0
Ido Pariente,"5' 8""",155 lbs.,,Orthodox,,0,0,2.86,0.45,0,0,0,0
Won Sik Park,"5' 11""",154 lbs.,,Orthodox,,2.6,0.43,2.2,0.47,0,0,0,0
Josh Parisian,"6' 4""",265 lbs.,"79""",Orthodox,28-Jun-89,7.46,0.51,7.51,0.42,0,0,0.66,0.7
Harvey Park,"6' 0""",155 lbs.,"70""",Orthodox,22-Mar-86,3.77,0.5,7.21,0.33,0,0,0,0
Junyong Park,"5' 10""",185 lbs.,"73""",Orthodox,27-Feb-91,4.24,0.47,2.9,0.59,3.4,0.64,0.45,0
